"Date","Bank of Canada Target Overnight Rate"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Sep 2008","3"
"Oct 2008","3"
"Oct 2008","3"
"Oct 2008","3"
"Oct 2008","3"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.5"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Oct 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Nov 2008","2.25"
"Dec 2008","2.25"
"Dec 2008","2.25"
"Dec 2008","2.25"
"Dec 2008","2.25"
"Dec 2008","2.25"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Dec 2008","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1.5"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Jan 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Feb 2009","1"
"Mar 2009","1"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Mar 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.5"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"Apr 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"May 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jun 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Jul 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Aug 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Sep 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Oct 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Nov 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Dec 2009","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Jan 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Feb 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Mar 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"Apr 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.25"
"May 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jun 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.5"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Jul 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Aug 2010","0.75"
"Sep 2010","0.75"
"Sep 2010","0.75"
"Sep 2010","0.75"
"Sep 2010","0.75"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Sep 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Oct 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Nov 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Dec 2010","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Jan 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Feb 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Mar 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"Apr 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"May 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jun 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Jul 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Aug 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Sep 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Oct 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Nov 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Dec 2011","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Jan 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Feb 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Mar 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"Apr 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"May 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jun 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Jul 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Aug 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Sep 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Oct 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Nov 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Dec 2012","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Jan 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Feb 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Mar 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
"Apr 2013","1"
