"Date","Bank of Canada Target Overnight Rate"
"Apr 2013","1"
"Apr 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"May 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jun 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Jul 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Aug 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Sep 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Oct 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Nov 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Dec 2013","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Jan 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Feb 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Mar 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"Apr 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"May 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jun 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Jul 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Aug 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Sep 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Oct 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Nov 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Dec 2014","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","1"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Jan 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Feb 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Mar 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"Apr 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"May 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jun 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.75"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Jul 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Aug 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Sep 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Oct 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Nov 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Dec 2015","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Jan 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Feb 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Mar 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"Apr 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"May 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jun 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Jul 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Aug 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Sep 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Oct 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Nov 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Dec 2016","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Jan 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Feb 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Mar 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"Apr 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"May 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jun 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.5"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Jul 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Aug 2017","0.75"
"Sep 2017","0.75"
"Sep 2017","0.75"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Sep 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
